0.001,-0.000265167
0.00126896,1.82534e-05
0.00161026,5.24084e-07
0.00204336,3.36361e-08
0.00259294,2.66255e-09
0.00329034,2.29024e-10
0.00417532,2.04462e-11
0.00529832,1.85756e-12
0.00672336,1.7019e-13
0.00853168,1.56572e-14
0.0108264,1.44335e-15
0.0137382,1.33186e-16
0.0174333,1.2296e-17
0.0221222,1.13547e-18
0.0280722,1.04867e-19
0.0356225,9.68571e-21
0.0452035,8.94621e-22
0.0573615,8.26334e-23
0.0727895,7.63273e-24
0.0923671,7.05035e-25
0.11721,6.51254e-26
0.148735,6.01592e-27
0.188739,5.55739e-28
0.239503,5.1341e-29
0.30392,4.74344e-30
0.385662,4.38302e-31
0.48939,4.05067e-32
0.621017,3.74442e-33
0.788046,3.46248e-34
1,3.20329e-35
