0.05,-3.70217e-18
0.0554413,-1.62352e-18
0.0614747,-7.13163e-19
0.0681647,-3.13857e-19
0.0755827,-1.38044e-19
0.083808,-6.1046e-20
0.0929284,-2.70721e-20
0.103041,-1.19987e-20
0.114255,-5.36163e-21
0.126689,-2.40653e-21
0.140476,-1.08572e-21
0.155763,-4.90429e-22
0.172714,-2.24193e-22
0.19151,-1.03922e-22
0.212351,-4.82029e-23
0.23546,-2.25582e-23
0.261084,-1.0657e-23
0.289496,-5.08403e-24
0.321001,-2.44943e-24
0.355934,-1.19154e-24
0.394668,-5.84907e-25
0.437618,-2.89469e-25
0.485242,-1.44254e-25
0.538048,-7.22908e-26
0.596602,-3.63927e-26
0.661527,-1.84053e-26
0.733518,-9.37726e-27
0.813343,-4.85438e-27
0.901855,-2.60243e-27
1,-1.49375e-27
